sample_alias	instrument_model	library_name	library_source	library_selection	library_strategy	design_description	library_construction_protocol	insert_size	forward_file_name	forward_file_md5	reverse_file_name	reverse_file_md5
BTP_237	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.237Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.237Skin.fastq.gz	
BTP_238	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.238Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.238Skin.fastq.gz	
BTP_239	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.239Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.239Skin.fastq.gz	
BTP_240	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.240Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.240Skin.fastq.gz	
BTP_241	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.241Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.241Skin.fastq.gz	
BTP_242	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Sediment.BTP.242Sediment.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Sediment.BTP.242Sediment.fastq.gz	
BTP_243	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Sediment.BTP.243Sediment.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Sediment.BTP.243Sediment.fastq.gz	
BTP_244	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Side.1.BTP.244Water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Side.1.BTP.244Water.fastq.gz	
BTP_245	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Side.2.BTP.245Water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Side.2.BTP.245Water.fastq.gz	
BTP_252	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Side.1.BTP.252Sediment.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Side.1.BTP.252Sediment.fastq.gz	
BTP_253	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Side.2.BTP.253Sediment.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Side.2.BTP.253Sediment.fastq.gz	
BTP_254	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Side.1.BTP.254Lake.water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Side.1.BTP.254Lake.water.fastq.gz	
BTP_255	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Side.2.BTP.255Lake.water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Side.2.BTP.255Lake.water.fastq.gz	
BTP_256	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Side.1.BTP.256Sterile.water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Side.1.BTP.256Sterile.water.fastq.gz	
BTP_257	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Side.2.BTP.257Sterile.water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Side.2.BTP.257Sterile.water.fastq.gz	
BTP_258	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Side.1.BTP.258Sediment.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Side.1.BTP.258Sediment.fastq.gz	
BTP_259	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Side.2.BTP.259Sediment.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Side.2.BTP.259Sediment.fastq.gz	
BTP_37	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Adult.BTP.37Mouth.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Adult.BTP.37Mouth.fastq.gz	
BTP_38	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Adult.BTP.38Feet.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Adult.BTP.38Feet.fastq.gz	
BTP_39	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Adult.BTP.39Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Adult.BTP.39Skin.fastq.gz	
BTP_40	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Adult.BTP.40Mouth.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Adult.BTP.40Mouth.fastq.gz	
BTP_41	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Adult.BTP.41Feet.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Adult.BTP.41Feet.fastq.gz	
BTP_42	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Adult.BTP.42Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Adult.BTP.42Skin.fastq.gz	
BTP_47	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.47Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.47Body.swab.fastq.gz	
BTP_48	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.48Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.48Body.swab.fastq.gz	
BTP_51	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.51Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.51Body.swab.fastq.gz	
BTP_52	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.52Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.52Body.swab.fastq.gz	
BTP_53	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.53Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.53Body.swab.fastq.gz	
BTP_54	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.54Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.54Body.swab.fastq.gz	
BTP_55	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.55Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.55Body.swab.fastq.gz	
BTP_56	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Meta.BTP.56Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Meta.BTP.56Body.swab.fastq.gz	
BTP_76	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.76Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.76Body.swab.fastq.gz	
BTP_77	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.77Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.77Body.swab.fastq.gz	
BTP_78	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.78Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.78Body.swab.fastq.gz	
BTP_79	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.79Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.79Body.swab.fastq.gz	
BTP_80	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.80Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.80Body.swab.fastq.gz	
BTP_81	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.81Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.81Body.swab.fastq.gz	
BTP_82	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.82Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.82Body.swab.fastq.gz	
BTP_83	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.83Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.83Body.swab.fastq.gz	
BTP_84	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.84Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.84Body.swab.fastq.gz	
BTP_85	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.85Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.85Body.swab.fastq.gz	
BTP_88	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.88Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.88Body.swab.fastq.gz	
BTP_89	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.89Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.89Body.swab.fastq.gz	
BTP_90	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.90Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.90Body.swab.fastq.gz	
BTP_91	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Water.BTP.91Side.1.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Water.BTP.91Side.1.fastq.gz	
BTP_92	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Water.BTP.92Side.2.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Water.BTP.92Side.2.fastq.gz	
BTP_93	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Sediment.BTP.93Side.1.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Sediment.BTP.93Side.1.fastq.gz	
BTP_94	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Sediment.BTP.94Side.2.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Sediment.BTP.94Side.2.fastq.gz	
BTP_95	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.95Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.95Body.swab.fastq.gz	
BTP_96	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.96Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.96Body.swab.fastq.gz	
BTP_97	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.97Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.97Body.swab.fastq.gz	
BTP_99	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.99Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.99Body.swab.fastq.gz	
